SYN-ACK,681883319,1064135693,218.78.80.41.,63924,104.55.53.65.,44012
SYN-ACK,1755414906,2084047466,10.56.252.72.,1441,208.118.70.210.,58897
SYN-ACK,878967061,1229029508,97.34.154.172.,43381,22.30.46.203.,10909
ACK(SYN),821669982,330789437,157.62.132.228.,34431,247.228.172.28.,21987
ACK(SYN),98180417,251121994,205.234.31.136.,33864,176.90.122.25.,3983
SYN-ACK,122168644,1449889646,208.241.63.168.,12115,211.10.210.197.,45965
SYN-ACK,2121822012,209980393,55.50.251.160.,25448,165.204.151.175.,11481
SYN-ACK,894815878,1461879415,139.238.25.135.,14712,194.134.208.139.,1697
ACK(SYN),1465856955,1689918970,237.27.145.16.,41210,179.58.144.127.,1923
ACK(SYN),1603538216,604003989,217.18.195.214.,48249,139.17.16.238.,6538
SYN-ACK,2009123474,378856282,15.244.106.208.,8953,9.158.73.157.,60821
SYN-ACK,438474445,1849610088,47.185.215.232.,4998,92.103.140.201.,15442
SYN-ACK,622619537,123607396,4.11.125.169.,42298,110.193.74.240.,58821
ACK(SYN),2015637172,1716719830,17.228.116.130.,26934,145.102.186.21.,45711
SYN-ACK,1817987262,930738339,143.254.248.41.,32023,54.75.4.124.,65039
SYN-ACK,1116600391,1417633279,155.155.96.124.,34053,40.150.147.184.,55187
SYN-ACK,385692295,952104263,82.114.115.6.,30673,101.49.98.109.,64772
ACK(SYN),194744804,1904382563,29.195.6.65.,1404,7.45.108.178.,46218
ACK(SYN),514747531,335252685,144.58.188.221.,61775,136.12.189.53.,28934
ACK(SYN),1721429292,407309051,171.5.53.168.,17395,116.22.68.149.,47170
ACK(SYN),2039364827,1313933402,56.74.177.122.,37686,133.76.209.206.,64798
SYN-ACK,127466448,1086557356,198.24.86.18.,55728,4.146.153.199.,54949
SYN-ACK,700830104,1750991434,243.27.180.248.,25756,144.93.170.239.,61020
ACK(SYN),1849610088,438474446,92.103.140.201.,15442,47.185.215.232.,4998
ACK(SYN),963337798,700606929,88.206.35.171.,9231,53.86.133.197.,32366
SYN-ACK,1626493531,1425866102,121.1.184.117.,62313,34.127.105.104.,26215
SYN-ACK,1189712612,381585445,115.84.244.216.,62500,222.29.207.240.,9594
ACK(SYN),123607396,622619538,110.193.74.240.,58821,4.11.125.169.,42298
SYN-ACK,104410267,1187550791,39.77.213.103.,8281,178.82.69.49.,27873
SYN-ACK,1833013995,540665995,209.50.239.5.,28991,8.163.41.247.,27482
ACK(SYN),1798256812,1542227732,69.224.116.148.,46289,88.50.236.245.,34347
SYN-ACK,2137059739,921006478,225.75.194.63.,36341,196.29.219.108.,17779
ACK(SYN),54399412,93781952,55.207.164.33.,13708,114.234.164.202.,180
ACK(SYN),1425866102,1626493532,34.127.105.104.,26215,121.1.184.117.,62313
SYN-ACK,988964285,1524059426,145.83.187.217.,45082,226.137.207.58.,39172
SYN-ACK,1804338394,863318490,163.59.101.109.,60379,196.40.191.143.,3806
SYN-ACK,584607918,264476536,80.101.182.157.,25601,155.5.91.230.,16654
SYN-ACK,1595276146,985289608,228.235.83.217.,2860,202.31.146.176.,13026
SYN-ACK,199883951,1372664933,105.138.214.80.,31156,58.74.43.82.,4694
ACK(SYN),1750991434,700830105,144.93.170.239.,61020,243.27.180.248.,25756
SYN-ACK,189855627,627557993,132.112.113.70.,28996,113.57.179.1.,13534
ACK(SYN),863318490,1804338395,196.40.191.143.,3806,163.59.101.109.,60379
SYN-ACK,139669974,753453120,43.108.114.56.,26560,97.67.108.61.,891
SYN-ACK,443746920,436820895,122.30.103.94.,57951,104.20.101.206.,4510
ACK(SYN),840424502,1879740555,16.242.148.69.,21195,12.177.61.208.,5994
ACK(SYN),952104263,385692296,101.49.98.109.,64772,82.114.115.6.,30673
ACK(SYN),966014338,531569398,255.53.250.95.,1135,6.176.67.9.,29058
SYN-ACK,395581653,966218067,222.216.69.200.,12359,232.180.84.59.,50591
ACK(SYN),1038093313,1098799904,147.140.218.137.,64497,79.83.244.134.,16276
ACK(SYN),667904938,1724703626,223.242.255.164.,36372,221.199.122.108.,24529
SYN-ACK,999719902,377740304,3.111.249.92.,39951,103.34.196.220.,25210
SYN-ACK,1133289588,1816023879,72.165.19.105.,62870,85.104.93.72.,13506
SYN-ACK,2089368232,1147648338,14.103.60.227.,49872,211.232.16.227.,20751
SYN-ACK,503728878,1850782867,238.243.118.170.,52022,224.148.3.200.,51661
ACK(SYN),592296082,1267518317,153.203.25.178.,10495,209.136.249.63.,58489
ACK(SYN),639677314,140513021,140.33.125.126.,12531,31.184.81.244.,51699
ACK(SYN),1417633279,1116600392,40.150.147.184.,55187,155.155.96.124.,34053
SYN-ACK,1293480369,795008575,186.42.149.180.,1551,166.55.81.201.,19474
ACK(SYN),1083843694,958057018,134.65.78.213.,27324,142.106.220.167.,44691
SYN-ACK,1489051578,941196369,211.189.89.167.,5907,131.182.151.36.,17543
SYN-ACK,1440669887,307902695,197.205.12.100.,26042,8.147.225.255.,3171
ACK(SYN),1187550791,104410268,178.82.69.49.,27873,39.77.213.103.,8281
SYN-ACK,1159010602,1341304603,103.128.251.175.,1178,211.73.177.203.,26467
ACK(SYN),1086557356,127466449,4.146.153.199.,54949,198.24.86.18.,55728
SYN-ACK,650537726,1193604316,171.86.64.67.,36774,165.14.196.137.,18131
ACK(SYN),91867770,1911551822,185.241.211.193.,57312,52.33.132.73.,50362
SYN-ACK,2131222785,1878975751,63.190.212.120.,35761,228.26.137.146.,3404
ACK(SYN),930738339,1817987263,54.75.4.124.,65039,143.254.248.41.,32023
ACK(SYN),1579330900,1043032684,125.207.165.243.,65397,108.166.224.23.,17191
SYN-ACK,1237335407,140609709,122.165.240.233.,1437,231.92.160.54.,1866
ACK(SYN),1461879415,894815879,194.134.208.139.,1697,139.238.25.135.,14712
ACK(SYN),985289608,1595276147,202.31.146.176.,13026,228.235.83.217.,2860
SYN-ACK,1663166574,390266017,164.76.10.76.,64914,114.37.185.23.,40482
SYN-ACK,1419326131,1552257583,248.161.234.214.,18464,224.64.188.107.,24579
SYN-ACK,1284671776,978400698,57.21.3.187.,43277,98.25.243.171.,27196
ACK(SYN),637346556,920068282,236.71.161.117.,61386,16.149.234.35.,17240
SYN-ACK,1685110220,1034356303,177.32.110.58.,50784,36.18.199.8.,13928
ACK(SYN),1552257583,1419326132,224.64.188.107.,24579,248.161.234.214.,18464
SYN-ACK,1068590790,1441138574,123.180.145.84.,37859,164.66.210.112.,17617
ACK(SYN),1449889646,122168645,211.10.210.197.,45965,208.241.63.168.,12115
SYN-ACK,61464302,684304891,240.240.243.149.,62755,157.42.228.3.,59315
ACK(SYN),757863977,2104279118,30.203.220.216.,22832,171.161.103.134.,24312
SYN-ACK,324255222,75946765,208.56.168.88.,42060,119.109.179.92.,37082
SYN-ACK,1240829622,1087470604,69.1.83.47.,48567,194.41.206.103.,56230
ACK(SYN),753453120,139669975,97.67.108.61.,891,43.108.114.56.,26560
ACK(SYN),1490607570,706276757,176.91.206.26.,44185,68.250.171.106.,5695
ACK(SYN),310691746,1429562965,50.23.211.147.,44843,209.154.129.92.,62821
SYN-ACK,1643373166,220088358,8.30.139.146.,9388,97.176.241.16.,20643
SYN-ACK,1794488099,670280639,188.32.82.94.,10641,128.244.14.49.,3341
SYN-ACK,2101527556,372966354,224.231.69.96.,18186,154.217.130.232.,8522
ACK(SYN),2071619755,1737253577,110.172.84.184.,44918,230.39.235.152.,39830
SYN-ACK,1356454738,1188917862,50.37.151.223.,1695,99.189.74.171.,9021
SYN-ACK,784654513,365312526,201.231.132.178.,41930,242.3.132.246.,53724
SYN-ACK,935987235,367892097,163.26.25.47.,60954,173.134.214.228.,58340
ACK(SYN),1341304603,1159010603,211.73.177.203.,26467,103.128.251.175.,1178
ACK(SYN),921006478,2137059740,196.29.219.108.,17779,225.75.194.63.,36341
SYN-ACK,23883137,2109227920,109.245.153.51.,63946,188.130.68.115.,64976
ACK(SYN),1034356303,1685110221,36.18.199.8.,13928,177.32.110.58.,50784
SYN-ACK,701841768,943746033,8.160.136.66.,37295,189.79.120.16.,56051
SYN-ACK,2073743190,1361432205,184.17.111.236.,25536,167.180.235.129.,41587
ACK(SYN),531659948,940216194,191.167.14.6.,37150,177.222.96.151.,15673
SYN-ACK,1095652258,1653795517,209.118.145.246.,62067,93.52.64.185.,61648
SYN-ACK,1730519951,131102171,222.57.127.203.,194,66.34.238.19.,46990
ACK(SYN),978400698,1284671777,98.25.243.171.,27196,57.21.3.187.,43277
ACK(SYN),1361432205,2073743191,167.180.235.129.,41587,184.17.111.236.,25536
ACK(SYN),264476536,584607919,155.5.91.230.,16654,80.101.182.157.,25601
SYN-ACK,188515245,1304234935,172.240.158.200.,61395,143.200.180.58.,26974
ACK(SYN),540665995,1833013996,8.163.41.247.,27482,209.50.239.5.,28991
SYN-ACK,1228294889,1736903823,230.73.115.37.,38516,101.236.24.125.,1921
SYN-ACK,792070213,1163921698,31.100.113.239.,50845,38.60.91.117.,61000
SYN-ACK,550430244,1941746905,218.79.92.219.,8988,112.128.133.201.,16473
ACK(SYN),1147648338,2089368233,211.232.16.227.,20751,14.103.60.227.,49872
SYN-ACK,80522591,1281165141,41.176.162.194.,8245,163.70.176.78.,7133
ACK(SYN),670280639,1794488100,128.244.14.49.,3341,188.32.82.94.,10641
ACK(SYN),308266459,381701584,216.243.159.164.,6162,4.215.90.165.,55227
ACK(SYN),889032495,126020889,68.85.76.71.,4751,211.216.220.22.,15480
SYN-ACK,2091674134,2042566539,33.55.195.18.,36882,189.154.24.43.,52810
SYN-ACK,520879037,1438350701,63.191.157.101.,25528,40.3.162.255.,18317
ACK(SYN),1998811506,866817731,198.235.143.247.,17531,0.229.130.24.,32542
ACK(SYN),684304891,61464303,157.42.228.3.,59315,240.240.243.149.,62755
ACK(SYN),1653795517,1095652259,93.52.64.185.,61648,209.118.145.246.,62067
ACK(SYN),390266017,1663166575,114.37.185.23.,40482,164.76.10.76.,64914
ACK(SYN),1163921698,792070214,38.60.91.117.,61000,31.100.113.239.,50845
SYN-ACK,86915376,182913166,78.41.110.45.,13703,139.132.237.50.,1468
ACK(SYN),2123664608,1497192368,242.104.206.135.,11539,165.55.180.57.,18720
SYN-ACK,479049359,1226510422,77.61.243.253.,26875,130.151.199.220.,63476
SYN-ACK,687653314,1031804242,230.235.161.130.,36272,59.128.229.54.,20174
ACK(SYN),75946765,324255223,119.109.179.92.,37082,208.56.168.88.,42060
SYN-ACK,297378067,333229795,201.86.167.215.,41421,126.70.242.180.,26379
SYN-ACK,843580454,1622630471,171.163.44.78.,49143,75.142.188.98.,14807
ACK(SYN),1439789160,122063299,181.42.155.140.,19834,117.150.1.152.,50983
SYN-ACK,1142937560,1745332476,116.130.43.103.,40436,247.147.168.128.,50323
SYN-ACK,1825908177,779915672,56.71.102.1.,52452,127.117.24.220.,31705
ACK(SYN),651207781,1626331907,195.176.5.214.,31235,222.176.216.69.,38335
ACK(SYN),1281165141,80522592,163.70.176.78.,7133,41.176.162.194.,8245
SYN-ACK,306877513,487346607,171.152.165.33.,44455,190.52.196.231.,52316
ACK(SYN),283688614,349164705,170.38.115.162.,24364,57.39.203.57.,15983
SYN-ACK,464854026,546376391,71.7.186.106.,49823,130.210.179.104.,5707
ACK(SYN),70743674,1389132334,29.68.162.163.,38031,220.115.186.158.,54325
ACK(SYN),131102171,1730519952,66.34.238.19.,46990,222.57.127.203.,194
SYN-ACK,1204039347,1770997148,36.149.22.210.,65083,41.38.242.141.,14933
SYN-ACK,1893370504,416091603,164.214.74.255.,6845,211.155.130.195.,42200
ACK(SYN),1770997148,1204039348,41.38.242.141.,14933,36.149.22.210.,65083
SYN-ACK,267147995,2035850789,8.127.65.120.,29483,36.177.149.184.,43871
ACK(SYN),938684298,1035040462,41.253.207.60.,16079,161.75.108.59.,50716
SYN-ACK,389673676,522323985,154.4.34.106.,47405,58.64.44.207.,46102
ACK(SYN),1312157679,1585910384,71.52.151.132.,10578,36.146.34.207.,4582
SYN-ACK,1182456051,1318292125,115.102.255.84.,59354,33.163.111.248.,51381
SYN-ACK,633258235,4239402,142.208.18.24.,58205,107.28.91.242.,57607
ACK(SYN),436820895,443746921,104.20.101.206.,4510,122.30.103.94.,57951
SYN-ACK,2068073756,778652135,231.209.226.126.,63918,48.219.163.159.,8611
ACK(SYN),182913166,86915377,139.132.237.50.,1468,78.41.110.45.,13703
SYN-ACK,353325298,450413784,201.122.40.107.,48422,146.215.236.102.,57194
SYN-ACK,1790092716,1583067784,109.221.36.105.,45217,103.85.155.124.,18645
SYN-ACK,2113364152,1440064791,154.232.90.249.,3939,158.95.60.68.,34861
ACK(SYN),945821278,555104795,227.18.33.154.,36820,166.7.111.148.,12288
SYN-ACK,223108945,1393011140,43.240.87.65.,52382,76.152.117.53.,51366
ACK(SYN),487346607,306877514,190.52.196.231.,52316,171.152.165.33.,44455
SYN-ACK,286609654,1692867482,237.61.54.29.,60685,79.188.19.42.,21940
ACK(SYN),546376391,464854027,130.210.179.104.,5707,71.7.186.106.,49823
ACK(SYN),450413784,353325299,146.215.236.102.,57194,201.122.40.107.,48422
ACK(SYN),1583067784,1790092717,103.85.155.124.,18645,109.221.36.105.,45217
SYN-ACK,288500623,1557884451,22.128.56.238.,30787,155.194.131.117.,53733
ACK(SYN),966218067,395581654,232.180.84.59.,50591,222.216.69.200.,12359
SYN-ACK,1618483300,1703377002,223.139.21.123.,9468,74.90.146.240.,52045
SYN-ACK,831209461,915112642,81.80.81.147.,1599,83.85.15.12.,26862
ACK(SYN),1850782867,503728879,224.148.3.200.,51661,238.243.118.170.,52022
ACK(SYN),1226510422,479049360,130.151.199.220.,63476,77.61.243.253.,26875
ACK(SYN),941196369,1489051579,131.182.151.36.,17543,211.189.89.167.,5907
SYN-ACK,1547816772,1868096613,39.50.152.70.,64773,196.35.163.44.,1952
SYN-ACK,64829839,597970672,47.52.121.112.,2116,122.207.155.116.,45934
ACK(SYN),627557993,189855628,113.57.179.1.,13534,132.112.113.70.,28996
SYN-ACK,1256433797,159949377,112.91.65.69.,17927,61.168.156.195.,10984
ACK(SYN),1946845573,342628292,63.73.47.229.,55823,9.203.75.195.,47301
ACK(SYN),597970672,64829840,122.207.155.116.,45934,47.52.121.112.,2116
ACK(SYN),1103147341,1105816300,236.109.9.221.,38644,235.35.25.145.,61742
ACK(SYN),1276786825,571297491,90.192.102.8.,22520,137.234.75.71.,14597
ACK(SYN),416091603,1893370505,211.155.130.195.,42200,164.214.74.255.,6845
ACK(SYN),307902695,1440669888,8.147.225.255.,3171,197.205.12.100.,26042
SYN-ACK,1154601359,586347996,90.140.15.86.,45122,63.236.196.80.,60731
ACK(SYN),1193604316,650537727,165.14.196.137.,18131,171.86.64.67.,36774
SYN-ACK,1351914379,1994922322,172.103.41.194.,32634,241.246.91.200.,42717
SYN-ACK,2138148333,1951395713,45.189.4.171.,26537,68.213.39.127.,17834
SYN-ACK,393145342,1953404955,26.74.60.45.,24175,240.108.117.101.,15455
SYN-ACK,1968083369,266958680,103.91.36.201.,49446,133.22.41.148.,847
SYN-ACK,293251324,199424427,13.44.106.112.,33072,227.123.251.94.,49338
SYN-ACK,645333338,1579398704,182.61.190.41.,51800,179.43.24.234.,52703
SYN-ACK,1089229198,1993961898,85.82.228.90.,65337,210.57.114.222.,33108
SYN-ACK,418663847,1621793865,90.220.201.153.,64728,190.87.146.13.,4632
ACK(SYN),1484625121,2094577941,141.121.94.140.,10181,229.194.150.171.,25000
SYN-ACK,2128372281,406474645,105.230.237.164.,39080,250.229.115.76.,26402
SYN-ACK,1266975187,866664759,63.193.182.243.,10814,164.53.231.42.,37727
SYN-ACK,1636235892,284876240,38.149.117.243.,48120,184.158.133.100.,13274
ACK(SYN),199424427,293251325,227.123.251.94.,49338,13.44.106.112.,33072
SYN-ACK,1206894201,767224855,129.250.212.41.,51801,189.102.91.255.,14984
ACK(SYN),2017939267,391467998,144.53.46.79.,15320,115.140.195.176.,57789
SYN-ACK,542431897,222088750,207.176.247.124.,517,160.194.81.193.,46316
SYN-ACK,1665178996,56985373,54.54.89.147.,49951,57.228.116.224.,15062
SYN-ACK,273575970,721507265,75.26.253.204.,29949,89.156.235.159.,51929
SYN-ACK,1815060533,152952816,134.253.237.85.,58070,64.68.101.61.,24389
ACK(SYN),220088358,1643373167,97.176.241.16.,20643,8.30.139.146.,9388
ACK(SYN),140609709,1237335408,231.92.160.54.,1866,122.165.240.233.,1437
ACK(SYN),2066278197,2043669729,82.115.48.221.,27453,60.21.55.17.,14909
ACK(SYN),273834712,279779787,145.150.186.171.,27687,76.4.86.91.,12404
ACK(SYN),1438350701,520879038,40.3.162.255.,18317,63.191.157.101.,25528
ACK(SYN),1579398704,645333339,179.43.24.234.,52703,182.61.190.41.,51800
ACK(SYN),1801335235,2131827325,135.117.93.82.,62863,46.65.208.35.,5334
SYN-ACK,868402131,821915635,149.90.234.233.,4153,170.57.166.167.,21771
ACK(SYN),1557884451,288500624,155.194.131.117.,53733,22.128.56.238.,30787
ACK(SYN),365312526,784654514,242.3.132.246.,53724,201.231.132.178.,41930
SYN-ACK,238134978,1938939990,243.222.156.12.,30733,63.13.21.148.,15944
ACK(SYN),4239402,633258236,107.28.91.242.,57607,142.208.18.24.,58205
ACK(SYN),1064135693,681883320,104.55.53.65.,44012,218.78.80.41.,63924
SYN-ACK,698621062,440714886,104.124.11.43.,39804,195.166.43.244.,28716
SYN-ACK,40252498,1295493623,34.89.251.193.,53763,141.65.218.210.,24284
ACK(SYN),1304234935,188515246,143.200.180.58.,26974,172.240.158.200.,61395
SYN-ACK,1748057521,1299567002,181.184.35.117.,52036,224.84.114.119.,61947
SYN-ACK,1803821808,620277766,58.102.1.183.,37305,104.153.68.151.,2523
SYN-ACK,149040340,1456705846,89.151.176.25.,63869,175.12.76.33.,41028
SYN-ACK,332848810,48035387,136.75.200.241.,36063,166.106.203.142.,7184
SYN-ACK,183565863,255450183,166.96.126.21.,29330,105.201.58.177.,24560
SYN-ACK,349404557,195544015,147.28.10.30.,10837,63.224.240.28.,61572
ACK(SYN),1868096613,1547816773,196.35.163.44.,1952,39.50.152.70.,64773
ACK(SYN),1994922322,1351914380,241.246.91.200.,42717,172.103.41.194.,32634
SYN-ACK,414635249,1661187602,46.230.222.154.,44776,237.54.175.249.,22108
SYN-ACK,121190440,1666727984,12.231.0.60.,1634,83.161.99.152.,40306
SYN-ACK,873226394,2089443259,154.77.102.178.,16647,50.79.16.129.,43403
SYN-ACK,1031896391,2041357495,86.252.24.34.,63242,250.18.130.52.,4382
SYN-ACK,511813277,619444722,61.71.184.132.,36089,74.174.26.98.,47495
ACK(SYN),159949377,1256433798,61.168.156.195.,10984,112.91.65.69.,17927
SYN-ACK,366827466,1860534383,161.251.237.238.,49521,234.41.174.232.,40860
ACK(SYN),2042566539,2091674135,189.154.24.43.,52810,33.55.195.18.,36882
ACK(SYN),339774381,906530055,2.184.152.199.,34525,5.211.244.225.,61223
ACK(SYN),1441138574,1068590791,164.66.210.112.,17617,123.180.145.84.,37859
SYN-ACK,586082953,1179002452,55.26.155.84.,33615,86.42.58.120.,63675
ACK(SYN),821915635,868402132,170.57.166.167.,21771,149.90.234.233.,4153
